t,semblance,power,backazimuth,slowness
19636.5,0.3600042566748175,60297392.0077543,50.527540151656154,2.2022715545545237
19636.500694444443,0.35042430358864624,49570689.67128975,-102.68038349181984,4.1000000000000005
19636.50138888889,0.36648647372460774,37178023.65018697,-104.03624346792645,4.123105625617661
19636.502083333333,0.35328579247277175,73144064.90001632,106.69924423399362,4.17612260356422
19636.50277777778,0.3495267671806163,80862097.41233231,38.65980825409008,1.2806248474865696
19636.503472222223,0.3617157319368064,56346984.35046653,-76.3286928678042,3.8078865529319543
19636.504166666666,0.352239870902275,46156899.822522424,54.4623222080256,2.580697580112788
19636.504861111112,0.3589002646872165,56576707.88214012,-109.79887635452491,2.6570660511172846
19636.505555555555,0.3444531453972422,62055550.47837761,0.0,2.3
19636.50625,0.35976481869870547,112481652.34321666,-100.88552705465872,2.6476404589747458
19636.506944444445,0.36881023140533004,117849160.321387,24.775140568831915,2.86356421265527
19636.50763888889,0.3497923212052334,94166646.83442038,-101.88865803962796,3.8832975677895205
19636.508333333335,0.3501146349644885,80156394.35262364,40.60129464500446,1.8439088914585773
19636.509027777778,0.34514424433136887,158388322.97563463,-175.23635830927378,1.2041594578792296
19636.50972222222,0.35554177999133346,101494367.37940514,-125.94211187138234,4.94064773081425
19636.510416666668,0.37525369938055897,82729629.69902192,39.80557109226518,0.7810249675906652
19636.51111111111,0.34808760884799744,85958700.21302873,-155.37643521383637,2.6400757564888178
19636.511805555554,0.3488853583887601,63898066.06247411,14.036243467926482,1.6492422502470638
19636.5125,0.34880586824323406,91780289.98630989,-160.97439396243135,3.0675723300355937
19636.513194444444,0.35254974065521894,119748364.05684233,119.05460409907714,1.0295630140987
19636.51388888889,0.3468734508023826,110251013.1919124,-50.52754015165618,2.202271554554524
19636.514583333334,0.3622695509074915,102194948.76854242,34.99202019855866,3.6619666847201104
19636.515277777777,0.3542656553639173,137413153.80003157,74.74488129694222,2.280350850198276
19636.515972222223,0.3523240914363763,170841595.8633856,138.81407483429035,3.189043743820395
19636.516666666666,0.3586931842882581,99739032.8862107,-150.25511870305775,4.031128874149275
19636.51736111111,0.3401687559436534,112185914.00997101,-114.14554196042167,3.178049716414141
19636.518055555556,0.37285360461620365,96607893.88283701,-113.19859051364818,3.8078865529319543
19636.51875,0.34535638456457096,96454490.62896165,-6.009005957494537,3.82099463490856
19636.519444444446,0.3464952590219572,66466431.22235497,-59.85861444792468,3.5846896657869842
19636.52013888889,0.3444230301700017,190060743.24565735,-60.10109816138544,4.6141087980237305
19636.520833333332,0.3607719031461433,174091839.73175517,3.468229258917148,3.3060550509633075
19636.52152777778,0.36458285831335924,164450229.58794865,-131.18592516570965,5.315072906367325
19636.522222222222,0.3543041813160789,119985330.75695711,-131.72951207681643,4.957822102496216
19636.522916666665,0.35152819750627223,132016869.44728032,178.31531568210372,3.40147027033899
19636.52361111111,0.34878934209520485,85993517.47537205,-66.97450799147197,4.346262762420146
19636.524305555555,0.3516158920757196,49105842.16299023,-34.11447294534128,3.7443290453698115
19636.525,0.3442400308027195,119562913.54002804,-80.0737544933483,4.060788100849391
19636.525694444445,0.3577715926518263,48787124.082129695,80.07375449334829,4.060788100849391
19636.526388888888,0.3440676592220632,65952579.54016579,115.40771810894847,4.428317965096905
19636.527083333334,0.3479007303396424,60643076.26261848,-130.36453657309738,2.6248809496813377
19636.527777777777,0.35542115618832915,45278833.36881249,56.309932474020215,0.3605551275463986
19636.52847222222,0.3494120802117726,58424515.543354645,-2.8624052261117185,4.004996878900157
19636.529166666667,0.3480926919754269,58217429.67763395,-136.7357045889284,4.669047011971501
19636.52986111111,0.3529305320625974,69892439.27223551,-20.556045219583467,2.563201123595259
19636.530555555557,0.34528119867906526,121553479.75753358,37.47617956136136,3.7802116342871597
19636.53125,0.34786505661901446,234759154.59222814,34.99202019855866,1.22065556157337
19636.531944444443,0.350415077870633,322693099.49925125,156.80140948635182,0.761577310586391
19636.53263888889,0.3519231460169129,181210603.66341037,35.70669140060289,3.9408120990476063
19636.533333333333,0.34705633936416913,125372505.26067704,-164.35775354279127,2.596150997149434
19636.53402777778,0.34794321421179975,122672949.8501756,145.22216863363613,4.382921400162226
19636.534722222223,0.3648221897915127,104747335.50311108,86.98721249581666,1.9026297590440446
19636.535416666666,0.35224768302374976,112971031.48438068,109.17900802581075,2.4351591323771844
19636.536111111112,0.34724683244965854,130124326.73062892,26.565051177077976,1.3416407864998734
19636.536805555555,0.34179876905498474,183066677.2686556,8.97262661489637,1.9235384061671343
19636.5375,0.3469277499258697,101310312.56377289,-115.97439396243135,4.338202392696773
19636.538194444445,0.35318450813484714,110646696.53477837,124.28687697720896,2.6627053911388696
19636.53888888889,0.34526434322514016,127810252.34731384,-28.178590109959174,3.176476034853718
19636.539583333335,0.3523701728108926,147902660.838424,171.86989764584402,3.5355339059327378
19636.540277777778,0.34953673596049634,437973341.5932218,-70.2531633945739,4.1436698710201325
19636.54097222222,0.349440172383289,195750430.6613728,-15.376251248826208,4.148493702538308
19636.541666666668,0.3501614878066018,313895524.03531766,9.865806943084351,2.33452350598575
19636.54236111111,0.3459459580027257,213567487.7605647,-131.18592516570965,5.315072906367325
19636.543055555554,0.3472166638330648,260872546.83150545,-39.0938588862295,4.123105625617661
19636.54375,0.34987547650932865,151709581.19706467,116.56505117707815,0.22360679774997896
19636.544444444444,0.3630338165344188,272078741.58544904,-178.3634229583833,3.5014282800023193
19636.54513888889,0.36369719243120285,127745997.46443644,-160.01689347810003,2.3409399821439254
19636.545833333334,0.3654001318077309,159032992.20415115,-77.27564431457762,3.178049716414141
19636.546527777777,0.3484281809512896,250669120.6979667,87.27368900609375,2.1023796041628633
19636.547222222223,0.35444870450295274,109134149.22169097,123.6900675259798,2.1633307652783933
19636.547916666666,0.37526105296820217,70019496.14166951,45.0,1.8384776310850233
19636.54861111111,0.35201206977372534,171862259.33852988,97.4314079711725,2.3194827009486403
19636.549305555556,0.36481746220073974,111895696.82540119,-37.694240466689166,2.780287754891569
19636.55,0.36537060585602177,139109025.77139613,73.07248693585295,2.4041630560342613
19636.550694444446,0.3460182979471326,241007850.3861391,-146.30993247402023,3.9661064030103885
19636.55138888889,0.34633395033901604,158118775.88984135,-65.22485943116808,2.863564212655271
19636.552083333332,0.369236765439383,95635700.2726455,55.17551084304321,2.8017851452243794
19636.55277777778,0.36692031287632487,104777473.55882844,49.635463426902646,2.6248809496813372
19636.553472222222,0.35372941645744743,262429259.73006016,144.32359177813802,4.801041553663121
19636.554166666665,0.3499394472804309,193987308.99826604,144.05788812861766,4.94064773081425
19636.55486111111,0.4045930064849853,98417031.86945453,-119.7448812969422,2.418677324489565
19636.555555555555,0.43926006969853393,137370663.83904016,-141.70983680775691,2.420743687382041
19636.55625,0.35533877581890716,101937757.79814936,67.06789956241023,2.8231188426986202
19636.556944444445,0.3627050686422702,241146224.9745129,-91.78991060824609,3.2015621187164247
19636.557638888888,0.37872246781310315,82353469.19601424,45.0,3.394112549695428
19636.558333333334,0.35947856742452167,51990639.85797506,144.16234704572173,4.440720662234904
19636.559027777777,0.3540221090220136,118337517.97785167,65.77225468204583,2.1931712199461306
19636.55972222222,0.364790644209067,59673194.43212413,-147.52880770915152,2.60768096208106
19636.560416666667,0.3440437268776092,79251085.50480908,-70.70995378081125,4.237924020083418
19636.56111111111,0.3485918572432829,87649798.94217099,51.952957468173906,2.920616373302046
19636.561805555557,0.3545164278998647,82811283.9833989,57.52880770915151,2.6076809620810595
19636.5625,0.35028756404035194,133253623.01870628,-52.88313931672974,4.640043103248073
