t,semblance,power,backazimuth,slowness
19636.5,0.23745919785025493,143568706.2206624,61.699244233993625,1.4764823060233399
19636.500694444443,0.3733236927716771,184122551.0644467,164.57783868126134,3.0083217912982647
19636.50138888889,0.19479074363954182,59660649.03554979,172.40535663140855,3.026549190084311
19636.502083333333,0.1564716314556939,46291130.48912212,23.96248897457815,2.9546573405388314
19636.50277777778,0.4699510373093679,268196548.7085606,23.96248897457815,2.9546573405388314
19636.503472222223,0.12840992491958145,34735708.59945755,19.653824058053317,2.973213749463701
19636.504166666666,0.12843848925756918,35078561.73307528,20.32313682966293,2.879236009777594
19636.504861111112,0.12459195222484222,33834076.295710064,-90.0,4.0
19636.505555555555,0.12865570080709968,36426919.805076025,83.29016319224307,1.7117242768623688
19636.50625,0.13207976068195845,38867351.501806356,45.0,2.969848480983499
19636.506944444445,0.1269942505884882,36949161.5391881,-6.340191745909948,0.9055385138137416
19636.50763888889,0.12964729950789305,36187295.690476805,17.818888914522773,2.9410882339705484
19636.508333333335,0.12921242002732608,36151510.981928535,17.818888914522773,2.9410882339705484
19636.509027777778,0.14647794826640498,41896250.05981077,15.945395900922819,2.912043955712207
19636.50972222222,0.1252100611780557,34258943.83335105,76.7594800848128,1.7464249196572978
19636.510416666668,0.12141871672948319,34313531.17379031,79.99202019855866,1.7262676501632066
19636.51111111111,0.12254206797413794,33938312.77484167,166.5042667192042,2.570992026436488
19636.511805555554,0.11684872908704018,32010044.669729188,143.61564818416412,4.720169488482379
19636.5125,0.14723734591642143,43305665.08118235,159.67686317033707,2.879236009777594
19636.513194444444,0.21594336712868925,94155613.36934781,144.46232220802563,4.301162633521313
19636.51388888889,0.19821843972447933,227358988.31403798,47.72631099390625,2.973213749463701
19636.514583333334,0.2566288015775555,110722373.17646937,-53.13010235415598,3.0
19636.515277777777,0.15137237745517432,47195457.79663369,-13.134022306396304,3.0805843601498726
19636.515972222223,0.1305132042697106,37839900.39051734,-11.3099324740202,3.0594117081556713
19636.516666666666,0.1304291999610148,36798495.84097614,-13.57043438516149,2.9832867780352594
19636.51736111111,0.11959130545014796,33507862.212262616,58.495733280795804,3.6359317925395684
19636.518055555556,0.12806026912263255,40383594.59257409,-23.198590513648185,3.046309242345563
19636.51875,0.16756960742773427,83321836.74271569,-4.39870535499557,1.3038404810405295
19636.519444444446,0.278503727375326,125953455.35603815,164.05460409907715,2.912043955712208
19636.52013888889,0.35758703378509,182691282.56418622,164.05460409907715,2.912043955712208
19636.520833333332,0.2986006156807319,153219318.7425408,164.05460409907715,2.912043955712208
19636.52152777778,0.16967267527558275,58496501.2355773,172.1466866980218,2.9274562336608896
19636.522222222222,0.12218439100137199,35707196.752888024,39.28940686250033,2.842534080710379
19636.522916666665,0.13189542632253692,39426691.95807925,18.434948822922024,2.8460498941515415
